Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
"50744990",06/01/2021 07:42:00 AM,06/02/2021 04:36:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10031",474 WEST  144 STREET,WEST  144 STREET,CONVENT AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,06/02/2021 04:36:00 PM,09 MANHATTAN,"1020590030",MANHATTAN,"998778","239598",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8243047743089,-73.9475075868658,"(40.824304774308885, -73.9475075868658)"
"50734574",06/01/2021 02:32:00 PM,06/03/2021 09:39:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10024",50 WEST   87 STREET,WEST   87 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/03/2021 09:39:00 AM,07 MANHATTAN,"1012000054",MANHATTAN,"992054","226081",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7872128369472,-73.9718183813948,"(40.78721283694724, -73.97181838139483)"
"50478531",05/05/2021 05:17:00 PM,05/06/2021 03:56:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10019",550 WEST   54 STREET,WEST   54 STREET,10 AVE,11 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,05/06/2021 03:56:00 PM,04 MANHATTAN,"1010827501",MANHATTAN,"986542","219050",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7679177431259,-73.9917255823752,"(40.767917743125864, -73.99172558237521)"
"50490620",05/06/2021 10:55:00 AM,05/06/2021 03:59:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10016",155 EAST   38 STREET,EAST   38 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,05/06/2021 03:59:00 PM,06 MANHATTAN,"1008947502",MANHATTAN,"990702","211952",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74843349058,-73.9767142544114,"(40.74843349058, -73.97671425441138)"
"50737121",06/01/2021 09:05:00 PM,06/03/2021 09:40:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10025",316 WEST  104 STREET,WEST  104 STREET,WEST END AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/03/2021 09:40:00 AM,07 MANHATTAN,"1018900069",MANHATTAN,"992581","230919",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8004913569075,-73.9699092902581,"(40.80049135690748, -73.96990929025809)"
"50576706",05/15/2021 11:19:00 PM,05/25/2021 11:13:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10011",220 WEST   24 STREET,WEST   24 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,05/25/2021 11:13:00 AM,04 MANHATTAN,"1007730056",MANHATTAN,"985360","210738",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7451036494794,-73.9959941281089,"(40.745103649479375, -73.99599412810892)"
"50801432",06/07/2021 10:13:00 AM,06/08/2021 09:59:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10034",261 SEAMAN AVENUE,SEAMAN AVENUE,W 215 ST,W 218 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection sent a letter to the complainant and/or respondent and the letter was returned as undeliverable.,06/08/2021 09:59:00 AM,12 MANHATTAN,"1022430372",MANHATTAN,"1006930","256940",PHONE,Unspecified,MANHATTAN,,,,,,,,40.8718862569291,-73.9179942221284,"(40.87188625692909, -73.91799422212837)"
"50887736",06/15/2021 11:48:00 PM,06/17/2021 09:25:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10009",628 EAST   20 STREET,EAST   20 STREET,20 STREET LOOP,AVENUE C,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/17/2021 09:25:00 AM,06 MANHATTAN,"1009720001",MANHATTAN,"991137","206288",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7328868916791,-73.9751501062945,"(40.732886891679065, -73.97515010629449)"
"50166369",04/01/2021 11:10:00 AM,04/02/2021 01:54:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10023",242 WEST   63 STREET,WEST   63 STREET,DEAD END,WEST END AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,04/02/2021 01:54:00 PM,07 MANHATTAN,"1011540101",MANHATTAN,"987552","221218",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7738680182484,-73.9880782860629,"(40.77386801824843, -73.9880782860629)"
"50166388",04/01/2021 09:41:00 AM,04/02/2021 01:52:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10024",2350 BROADWAY,BROADWAY,W 85 ST,W 86 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,04/02/2021 01:52:00 PM,07 MANHATTAN,"1012330016",MANHATTAN,"990689","226370",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.788007164471,-73.9767473595403,"(40.788007164471, -73.97674735954031)"
"50859129",06/12/2021 04:40:00 PM,06/15/2021 12:49:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10033",601 WEST  174 STREET,WEST  174 STREET,ST NICHOLAS AVE,WADSWORTH AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,06/15/2021 12:49:00 PM,12 MANHATTAN,"1021430056",MANHATTAN,"1001620","247094",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8448739938106,-73.9372194950008,"(40.84487399381064, -73.93721949500079)"
"50882898",06/14/2021 08:35:00 AM,06/15/2021 01:00:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10014",52 BARROW STREET,BARROW STREET,BLEECKER ST,BEDFORD ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/15/2021 01:00:00 PM,02 MANHATTAN,"1005880039",MANHATTAN,"982950","205957",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7319809636684,-74.0046906377531,"(40.731980963668434, -74.00469063775309)"
"50599729",05/18/2021 04:23:00 PM,05/25/2021 12:19:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10019",454 WEST   54 STREET,WEST   54 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,05/25/2021 12:19:00 PM,04 MANHATTAN,"1010637503",MANHATTAN,"987394","218579",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7666247082891,-73.9886499720878,"(40.766624708289086, -73.98864997208777)"
"50755260",06/02/2021 11:48:00 AM,06/03/2021 09:45:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10025",354 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,MANHATTAN AVE,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/03/2021 09:45:00 AM,07 MANHATTAN,"1018450058",MANHATTAN,"995338","231208",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8012815532537,-73.9599508155831,"(40.801281553253745, -73.95995081558307)"
"50598450",05/18/2021 08:22:00 PM,05/25/2021 12:31:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10039",2550 7 AVENUE,7 AVENUE,W 147 ST,W 148 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,05/25/2021 12:31:00 PM,10 MANHATTAN,"1020330034",MANHATTAN,"1001443","239233",PHONE,Unspecified,MANHATTAN,,,,,,,,40.8232981677662,-73.9378793757986,"(40.82329816776616, -73.93787937579856)"
"50602463",05/18/2021 03:18:00 PM,05/25/2021 12:14:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10032",421 WEST  154 STREET,WEST  154 STREET,ST NICHOLAS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,05/25/2021 12:14:00 PM,09 MANHATTAN,"1020680056",MANHATTAN,"1000250","241812",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8303790276387,-73.9421836938618,"(40.83037902763875, -73.94218369386185)"
"50250104",04/11/2021 01:10:00 AM,04/20/2021 10:00:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10128",405 EAST   92 STREET,EAST   92 STREET,1 AVE,FDR DRIVE SB ENTRANCE YORK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/20/2021 10:00:00 PM,08 MANHATTAN,"1015730020",MANHATTAN,"999093","223684",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7806246923343,-73.9464046134472,"(40.78062469233427, -73.94640461344721)"
"50968496",06/22/2021 06:56:00 PM,06/23/2021 04:21:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10028",440 EAST   85 STREET,EAST   85 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/23/2021 04:21:00 PM,08 MANHATTAN,"1015640031",MANHATTAN,"998458","221886",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7756907009546,-73.9487012849764,"(40.775690700954634, -73.94870128497641)"
"50275463",04/14/2021 04:12:00 PM,04/16/2021 02:37:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10128",1067 PARK AVENUE,PARK AVENUE,E 87 ST,E 88 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/16/2021 02:37:00 PM,08 MANHATTAN,"1015160004",MANHATTAN,"996301","223869",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7811367159959,-73.9564856864374,"(40.781136715995856, -73.95648568643745)"
"50715686",05/29/2021 05:35:00 PM,06/02/2021 04:38:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10002",504 GRAND STREET,GRAND STREET,E BROADWAY,ABRAHAM KAZAN ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/02/2021 04:38:00 PM,03 MANHATTAN,"1003310001",MANHATTAN,"989149","199651",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7146712596696,-73.9823281024988,"(40.7146712596696, -73.98232810249878)"
"50716488",05/29/2021 03:58:00 PM,06/02/2021 04:23:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10075",426 EAST   77 STREET,EAST   77 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/02/2021 04:23:00 PM,08 MANHATTAN,"1014710035",MANHATTAN,"997297","220066",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7706970678493,-73.9528966678761,"(40.77069706784934, -73.9528966678761)"
"50513053",05/09/2021 01:23:00 PM,05/13/2021 11:30:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10010",208 EAST   25 STREET,EAST   25 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/13/2021 11:30:00 AM,06 MANHATTAN,"1009050053",MANHATTAN,"989306","208847",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7399119505167,-73.9817548556523,"(40.73991195051666, -73.98175485565231)"
"50933630",06/19/2021 10:45:00 PM,06/22/2021 02:31:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10002",65 JEFFERSON STREET,JEFFERSON STREET,DEAD END,CHERRY ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/22/2021 02:31:00 PM,03 MANHATTAN,"1002560001",MANHATTAN,"987477","198572",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7117104297619,-73.988359934703,"(40.71171042976193, -73.98835993470301)"
"50724314",05/31/2021 08:58:00 PM,06/02/2021 04:20:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10021",333 EAST   75 STREET,EAST   75 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,06/02/2021 04:20:00 PM,08 MANHATTAN,"1014507501",MANHATTAN,"996426","219951",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7703826654714,-73.956041430157,"(40.77038266547137, -73.95604143015696)"
"50245737",04/10/2021 08:41:00 AM,04/14/2021 02:55:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10128",223 EAST   88 STREET,EAST   88 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection sent a letter to the complainant and/or respondent and the letter was returned as undeliverable.,04/14/2021 02:55:00 PM,08 MANHATTAN,"1015340015",MANHATTAN,"997456","223394",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7798313166659,-73.9523160929386,"(40.77983131666588, -73.95231609293862)"
"50238276",04/09/2021 11:21:00 PM,04/14/2021 02:40:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10003",166 2 AVENUE,2 AVENUE,E 10 ST,E 11 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,04/14/2021 02:40:00 PM,03 MANHATTAN,"1004520002",MANHATTAN,"987968","205262",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.730072673068,-73.9865851601512,"(40.73007267306802, -73.98658516015117)"
"50255372",04/12/2021 07:12:00 PM,04/16/2021 12:40:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10017",235 EAST   44 STREET,EAST   44 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,04/16/2021 12:40:00 PM,06 MANHATTAN,"1013187501",MANHATTAN,"991836","213143",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7517015847637,-73.9726202211881,"(40.75170158476373, -73.97262022118812)"
"50260537",04/12/2021 12:31:00 PM,04/14/2021 12:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10034",72 PARK TERRACE WEST,PARK TERRACE WEST,W 215 ST,W 217 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/14/2021 12:45:00 PM,12 MANHATTAN,"1022430236",MANHATTAN,"1007155","256780",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.871446525147,-73.9171812201924,"(40.87144652514703, -73.91718122019238)"
"50285075",04/15/2021 07:46:00 PM,04/19/2021 08:49:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10019",359 WEST   54 STREET,WEST   54 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,04/19/2021 08:49:00 AM,04 MANHATTAN,"1010450001",MANHATTAN,"988162","218160",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7654743552304,-73.9858776900907,"(40.76547435523037, -73.98587769009066)"
"50295788",04/16/2021 09:23:00 PM,04/20/2021 09:56:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10011",10 WEST   15 STREET,WEST   15 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,04/20/2021 09:56:00 AM,05 MANHATTAN,"1008160031",MANHATTAN,"985981","207767",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7369488939989,-73.9937537697396,"(40.73694889399889, -73.99375376973958)"
"50297404",04/16/2021 05:29:00 PM,04/20/2021 09:54:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10002",105 NORFOLK STREET,NORFOLK STREET,DELANCEY ST,RIVINGTON ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,04/20/2021 09:54:00 AM,03 MANHATTAN,"1003537501",MANHATTAN,"987821","201183",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7188768680938,-73.9871177122151,"(40.71887686809375, -73.98711771221508)"
"50373419",04/25/2021 05:36:00 PM,04/27/2021 10:02:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10028",319 EAST   83 STREET,EAST   83 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,04/27/2021 10:02:00 AM,08 MANHATTAN,"1015460013",MANHATTAN,"997405","221872",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7756539044821,-73.9525032222878,"(40.77565390448207, -73.95250322228776)"
"50375810",04/25/2021 01:15:00 PM,04/26/2021 09:11:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10021",333 EAST   75 STREET,EAST   75 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,04/26/2021 09:11:00 AM,08 MANHATTAN,"1014507501",MANHATTAN,"996426","219951",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7703826654714,-73.956041430157,"(40.77038266547137, -73.95604143015696)"
"50376942",04/26/2021 11:39:00 AM,04/27/2021 10:07:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,"10011",350 WEST   22 STREET,WEST   22 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,04/27/2021 10:07:00 AM,04 MANHATTAN,"1007450064",MANHATTAN,"984135","210783",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7452272321255,-74.0004150235332,"(40.745227232125494, -74.00041502353321)"
