Location Type,Incident Zip,City,Borough,Latitude,Longitude,num_calls
Club/Bar/Restaurant,10030,NEW YORK,MANHATTAN,40.8172675513746,-73.942256502516,"120"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7289488178831,-73.9783699276266,"62"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7343497427491,-74.0030093315036,"301"
Club/Bar/Restaurant,10024,NEW YORK,MANHATTAN,40.7853604208382,-73.9729819318612,"186"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7296035005476,-73.9882377434201,"183"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8658735996543,-73.9276548855531,"126"
Club/Bar/Restaurant,10038,NEW YORK,MANHATTAN,40.7058646109269,-74.0037690739103,"20"
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.7602541995293,-73.9890445165246,"11"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7504525330614,-73.9872920653301,"15"
Club/Bar/Restaurant,10022,NEW YORK,MANHATTAN,40.7581598971345,-73.9625937038621,"92"
Club/Bar/Restaurant,10029,NEW YORK,MANHATTAN,40.7957867598984,-73.9467607941624,"11"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.8028530310631,-73.9565003862144,"91"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7295190137195,-73.9998123814218,"120"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7332157577028,-73.9899221584309,"65"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7238691768774,-73.983884208796,"40"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7227741924947,-73.9851796323101,"26"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7368386308598,-73.9878359287041,"24"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.750543799133,-73.998365037696,"10"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7341628622103,-74.0079815619,"57"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7440954981122,-73.9856187765839,"38"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.8045241112228,-73.9553036838302,"12"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7213641067029,-73.9926621251268,"78"
Club/Bar/Restaurant,10040,NEW YORK,MANHATTAN,40.8535983727613,-73.9306142841621,"18"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8661834400147,-73.9189304294535,"87"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8692067049456,-73.9169743032254,"30"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.865920293467,-73.9277090665256,"117"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7297495726895,-73.9996139373592,"41"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7293378553788,-74.0010318993747,"99"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7189232090767,-73.9845203205241,"57"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7295958323718,-74.0028251060786,"25"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7212050974208,-73.9967062616672,"52"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7417331245978,-74.003081839215,"91"
Club/Bar/Restaurant,10128,NEW YORK,MANHATTAN,40.781242078981,-73.9522392547432,"14"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7263065533457,-73.9841145234126,"11"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7450578162646,-73.9786064932781,"13"
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.7146149753374,-73.9995959888068,"74"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8656453342985,-73.9269320465963,"26"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7182348188679,-73.9893111590701,"40"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7291676789951,-74.0011906500841,"15"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7401136083193,-74.0059614457069,"110"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7248893060959,-73.9782810502396,"88"
Club/Bar/Restaurant,10128,NEW YORK,MANHATTAN,40.7813176409234,-73.9492205241483,"35"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7394109799958,-74.0053912263692,"16"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7420350765133,-73.998343594133,"24"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.725534233198,-73.9778046059726,"54"
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.8292566323759,-73.9483745237665,"20"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7188496362799,-73.9892172661958,"38"
Club/Bar/Restaurant,10028,NEW YORK,MANHATTAN,40.7785017087105,-73.9563249266804,"151"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8679793899705,-73.9202479206754,"42"
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.822830514289,-73.953069325416,"60"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7394548671745,-74.0059758211174,"12"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7651644123274,-73.9877368958439,"17"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7656803831518,-73.9873613599446,"55"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.742587862274,-73.9804116651012,"98"
Club/Bar/Restaurant,10032,NEW YORK,MANHATTAN,40.8414505467222,-73.9357734631567,"21"
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.8241542096647,-73.9483820955571,"24"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7181745277352,-73.9903717547682,"12"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7458664850854,-73.9920495163664,"10"
Club/Bar/Restaurant,10021,NEW YORK,MANHATTAN,40.7711623943529,-73.9566293953827,"35"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7413501290092,-73.9813105929013,"18"
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.7951363096981,-73.9695938894286,"41"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.8027515129835,-73.9565979770834,"22"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8470620412915,-73.938175252836,"33"
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.7636224813307,-73.9970146151548,"202"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8693190628289,-73.9167319152901,"10"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8652287842397,-73.9196438298233,"55"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7506617837374,-74.0034323441616,"10"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7205352997545,-73.9946644139776,"29"
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.776836566732,-73.979217309221,"14"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7267437648855,-73.9916801841479,"44"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7488301770722,-73.9855130907178,"10"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7397156496254,-74.0053443391989,"22"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7408918112758,-73.9816571533556,"36"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8468109759874,-73.935800817213,"14"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7258772753339,-73.9775339027806,"14"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8467257894148,-73.935620179036,"11"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7305143438419,-73.9847016411995,"32"
Club/Bar/Restaurant,10024,NEW YORK,MANHATTAN,40.784175683424,-73.9775864522688,"37"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7196596366723,-73.993069962078,"62"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7446206117313,-74.0026922151021,"11"
Club/Bar/Restaurant,10028,NEW YORK,MANHATTAN,40.7762371266009,-73.9558678681301,"23"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7257979846742,-73.9791682847592,"41"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7287093106803,-74.0002417363846,"34"
Club/Bar/Restaurant,10040,NEW YORK,MANHATTAN,40.8570111489047,-73.9324868916143,"147"
Club/Bar/Restaurant,10065,NEW YORK,MANHATTAN,40.7616779457909,-73.960458341026,"11"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7342672714369,-74.0062207207366,"17"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.804441408652,-73.947906135372,"12"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.763347526209,-73.9890584472401,"51"
Club/Bar/Restaurant,10021,NEW YORK,MANHATTAN,40.7662766770961,-73.9564195845347,"39"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8520582775688,-73.9347764078083,"86"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7632487223186,-73.9891306610074,"16"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7161350916625,-73.9894666107807,"44"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7223957459551,-73.9880153403573,"22"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7298220770627,-73.9807762242538,"16"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7638580127044,-73.9886901525754,"14"
Club/Bar/Restaurant,10006,NEW YORK,MANHATTAN,40.7080815354216,-74.014445591483,"19"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7259782705899,-74.0013349074158,"43"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7326034596046,-73.9876815485125,"11"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7643047204877,-73.983094678933,"53"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7211034414107,-73.9941809508984,"50"
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.8018907702253,-73.9684241369187,"144"
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.8145355413529,-73.9591444420675,"184"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7183940051713,-73.9892065175673,"26"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7622605032308,-73.988004557424,"102"
Club/Bar/Restaurant,10075,NEW YORK,MANHATTAN,40.7730342296856,-73.9564259934855,"30"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8468245665017,-73.9355622528246,"66"
Club/Bar/Restaurant,10032,NEW YORK,MANHATTAN,40.8441385735158,-73.9375165589685,"15"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7426883384828,-74.0003717025646,"130"
Club/Bar/Restaurant,10022,NEW YORK,MANHATTAN,40.7567642122966,-73.9671533185217,"44"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7680459235347,-73.9839385013018,"26"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7490861878037,-73.9938933869927,"36"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7612118911073,-73.9869001577502,"53"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7152734184142,-73.9916852232033,"40"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7223155480125,-73.9832135597893,"10"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7378762159079,-73.9885033121798,"12"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7274951969962,-73.9853517635075,"32"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7387743235909,-74.0001840360893,"32"
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.7775831370343,-73.9792279081768,"24"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.726053954119,-73.983533717837,"15"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7247306646949,-73.9814523497323,"68"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7221652011926,-73.9881596878753,"72"
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.7157427776914,-74.008242689272,"26"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7324003650326,-73.9878439553108,"28"
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.8085461368469,-73.9449371962868,"57"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7284475395598,-73.9846768597357,"82"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7331091031093,-74.0033989658234,"20"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7638606790194,-73.9879176313883,"18"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7214108917573,-73.9949745983936,"22"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7222742008498,-73.9820482968537,"15"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.740368878498,-74.0057990798759,"21"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8523710897458,-73.9346278977636,"100"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7455571979176,-73.9777474103677,"55"
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.7989221349304,-73.963087287577,"257"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7623347844383,-73.9898022380257,"91"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7176305499956,-73.98546215373,"10"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7256879172743,-73.9776891038345,"70"
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7416602493394,-73.9810867660644,"10"
Club/Bar/Restaurant,10010,NEW YORK,MANHATTAN,40.7383150519019,-73.9856164157106,"41"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7399133930354,-74.0007902861293,"29"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7287943975381,-74.000436569252,"23"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7153199352694,-73.989885184197,"62"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7656826599962,-73.9836430505048,"44"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7211500770584,-73.9937011364897,"47"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7350604822758,-74.0066321466503,"33"
Club/Bar/Restaurant,10128,NEW YORK,MANHATTAN,40.7790292549603,-73.9508904278344,"17"
Club/Bar/Restaurant,10021,NEW YORK,MANHATTAN,40.7684858425871,-73.9555011579943,"28"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7211171670219,-73.9942170256473,"55"
Club/Bar/Restaurant,10018,NEW YORK,MANHATTAN,40.7517724318055,-73.9846281834066,"24"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7400230643062,-74.0052902345813,"18"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7633829640308,-73.9867372859525,"16"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7403303524401,-73.9924796045556,"18"
Club/Bar/Restaurant,10029,NEW YORK,MANHATTAN,40.7933957440521,-73.940424502344,"46"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.765501986397,-73.9874660837673,"45"
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.820005671271,-73.9588737249963,"76"
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.7643168626059,-73.9957835963077,"14"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.729079800001,-74.003492568975,"10"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7375333648939,-73.9912710782482,"47"
Club/Bar/Restaurant,10033,NEW YORK,MANHATTAN,40.8518041193785,-73.9319282861417,"250"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.720727020342,-73.9888886732544,"49"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7457892844205,-73.9880291767141,"20"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.729526118679,-73.9838720165653,"21"
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.8029280409125,-73.9675748180797,"61"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7388808483117,-73.9890480308733,"27"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.722019147551,-73.9834445236372,"10"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7264279856787,-73.9900169898556,"13"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7183833098383,-73.9928464330886,"30"
Club/Bar/Restaurant,10022,NEW YORK,MANHATTAN,40.7555046310813,-73.9680671323382,"17"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8662004715824,-73.9280594622068,"98"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7278519814983,-73.9850883040474,"12"
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.7439173481526,-73.98786711574,"53"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7193377218336,-73.9849278715759,"18"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.7342836634039,-73.9924947202319,"14"
Club/Bar/Restaurant,10040,NEW YORK,MANHATTAN,40.8565035398347,-73.9327621422691,"28"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7222476176213,-73.9888992427031,"33"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7215586745335,-73.9888091669892,"28"
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.8111942181013,-73.9437428877334,"11"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.8044198368773,-73.9553687718313,"20"
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.7144475304536,-73.9981314529256,"42"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7240824548664,-73.9788585540474,"20"
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.7634685904782,-73.9928163214986,"95"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7215365957585,-73.9876294797857,"30"
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.7145024256179,-73.9981278441499,"12"
Club/Bar/Restaurant,10022,NEW YORK,MANHATTAN,40.7572476049631,-73.968286479414,"12"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7222859616199,-73.9880730826281,"12"
Club/Bar/Restaurant,10040,NEW YORK,MANHATTAN,40.8604995399073,-73.9277511104033,"10"
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.7597902259997,-73.9879255891346,"11"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7175706916455,-73.9905053159014,"75"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.8064942481299,-73.9538430228941,"28"
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.724734212918,-73.9873907720528,"23"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7188192289511,-73.9871249382967,"78"
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.8273249855247,-73.9498069105027,"27"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7282193323549,-73.9819673197728,"11"
Club/Bar/Restaurant,10040,NEW YORK,MANHATTAN,40.8632382288711,-73.9269238454149,"24"
Club/Bar/Restaurant,10021,NEW YORK,MANHATTAN,40.7707535447072,-73.9569401460698,"57"
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.8015048059766,-73.9484718980739,"16"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7219210956501,-73.9900393107836,"45"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7302175206591,-73.9820064680061,"12"
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7395427872235,-73.9960702428857,"15"
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.7297138891165,-74.0007432603871,"125"
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.7605832295011,-73.9859220439239,"319"
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.7781103362599,-73.9804264903218,"11"
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.7298687324784,-73.9807437381771,"17"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7199007314594,-73.9877416168163,"14"
Club/Bar/Restaurant,10065,NEW YORK,MANHATTAN,40.7614886092421,-73.9606064544806,"10"
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.8657335157893,-73.9274887276537,"63"
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.7774101403837,-73.9787982954369,"11"
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.7212237970249,-73.9886360583943,"29"
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7610362406184,-73.9870157045174,"43"
Club/Bar/Restaurant,10032,NEW YORK,MANHATTAN,40.8427685235741,-73.936708266628,"29"
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7303945683397,-74.0022767091991,"13"
