Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
"50653184",05/23/2021 01:47:00 AM,05/25/2021 08:15:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10003",,,,,ST MARKS PLACE,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/25/2021 08:15:00 PM,03 MANHATTAN,,MANHATTAN,"987667","204724",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7285961159486,-73.9876714652866,"(40.728596115948555, -73.98767146528662)"
"50332854",04/21/2021 03:01:00 PM,04/26/2021 05:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10032",615 WEST  173 STREET,WEST  173 STREET,ST NICHOLAS AVE,WADSWORTH AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/26/2021 05:45:00 PM,12 MANHATTAN,"1021430001",MANHATTAN,"1001324","246945",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8444656099258,-73.9382897087699,"(40.84446560992583, -73.93828970876989)"
"50941758",06/19/2021 11:00:00 PM,06/21/2021 11:00:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10022",370 EAST   52 STREET,EAST   52 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/21/2021 11:00:00 PM,06 MANHATTAN,,MANHATTAN,"993656","214514",PHONE,Unspecified,MANHATTAN,,,,,,,,40.75546288291,-73.9660494669553,"(40.75546288290998, -73.96604946695528)"
"50512433",05/09/2021 02:26:00 PM,05/16/2021 03:40:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10065",826 5 AVENUE,5 AVENUE,E 63 ST,E 64 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/16/2021 03:40:00 PM,08 MANHATTAN,,MANHATTAN,"992324","218793",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7672089548738,-73.9708521212755,"(40.7672089548738, -73.97085212127553)"
"50491520",05/06/2021 04:46:00 PM,05/10/2021 04:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10031",644 RIVERSIDE DRIVE,RIVERSIDE DRIVE,W 141 ST,W 142 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/10/2021 04:45:00 PM,09 MANHATTAN,"1020880114",MANHATTAN,"997011","239894",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8251199396662,-73.9538915280206,"(40.825119939666216, -73.9538915280206)"
"50215078",04/07/2021 04:55:00 PM,04/09/2021 02:00:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10025",820 COLUMBUS AVENUE,COLUMBUS AVENUE,W 100 ST,W 103 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/09/2021 02:00:00 PM,07 MANHATTAN,"1018550001",MANHATTAN,"993774","229103",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.795505726226,-73.9656028737754,"(40.79550572622599, -73.96560287377538)"
"50216318",04/07/2021 04:15:00 PM,04/13/2021 02:00:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10029",462 EAST  115 STREET,EAST  115 STREET,1 AVE,PLEASANT AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/13/2021 02:00:00 PM,11 MANHATTAN,"1017080028",MANHATTAN,"1002366","228833",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7947512122215,-73.9345725201503,"(40.79475121222147, -73.93457252015027)"
"50218555",04/07/2021 03:25:00 PM,04/12/2021 12:15:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10014",667 WASHINGTON STREET,WASHINGTON STREET,W 10 ST,CHARLES ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/12/2021 12:15:00 PM,02 MANHATTAN,"1006317503",MANHATTAN,"981885","206512",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.733504081681,-74.0085335475925,"(40.733504081680955, -74.00853354759248)"
"50229465",04/08/2021 02:34:00 PM,04/14/2021 03:40:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10029",380 EAST  106 STREET,EAST  106 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/14/2021 03:40:00 PM,11 MANHATTAN,,MANHATTAN,"1000728","227026",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.789794691949,-73.9404927283981,"(40.78979469194904, -73.94049272839808)"
"50240659",04/10/2021 05:58:00 PM,04/17/2021 03:40:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10065",830 5 AVENUE,5 AVENUE,E 64 ST,E 65 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/17/2021 03:40:00 PM,64 MANHATTAN,"1011110001",MANHATTAN,"992417","218976",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7677111569622,-73.9705161604285,"(40.76771115696222, -73.97051616042855)"
"50273017",04/14/2021 10:48:00 PM,04/15/2021 07:20:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10019",,,,,WEST   50 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/15/2021 07:20:00 AM,04 MANHATTAN,,MANHATTAN,"986525","217872",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7646844424579,-73.9917873532958,"(40.76468444245788, -73.99178735329583)"
"50280632",04/14/2021 04:30:00 PM,04/23/2021 12:00:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10036",605 WEST   42 STREET,WEST   42 STREET,11 AVE,12 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/23/2021 12:00:00 PM,04 MANHATTAN,"1010907502",MANHATTAN,"984633","216515",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7609601112223,-73.9986174647017,"(40.76096011122231, -73.99861746470174)"
"50551195",05/13/2021 10:28:00 PM,05/18/2021 12:30:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10035",,,,,EAST 117 STREET,PLEASANT AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/18/2021 12:30:00 AM,11 MANHATTAN,,MANHATTAN,"1002895","229191",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7957327245939,-73.9326609983193,"(40.795732724593925, -73.93266099831932)"
"50370808",04/25/2021 05:39:00 PM,04/28/2021 07:10:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10040",730 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,W 190 ST,CABRINI BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/28/2021 07:10:00 AM,12 MANHATTAN,"1021800628",MANHATTAN,"1002304","251970",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8582557917352,-73.9347341796255,"(40.85825579173524, -73.93473417962548)"
"50371616",04/25/2021 07:19:00 PM,04/26/2021 07:51:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10040",720 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,W 190 ST,CABRINI BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/26/2021 07:51:00 AM,12 MANHATTAN,"1021800614",MANHATTAN,"1002241","251856",PHONE,Unspecified,MANHATTAN,,,,,,,,40.8579430246043,-73.9349622326511,"(40.857943024604346, -73.93496223265109)"
"50371615",04/25/2021 11:45:00 PM,04/28/2021 02:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10040",,,,,WEST 190 STREET,ST NICHOLAS AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/28/2021 02:45:00 PM,12 MANHATTAN,,MANHATTAN,"1003713","250751",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8549070085149,-73.9296441384703,"(40.85490700851485, -73.92964413847032)"
"50381416",04/26/2021 06:27:00 PM,04/28/2021 09:15:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10040",,,,,WEST  190 STREET,ST NICHOLAS AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/28/2021 09:15:00 PM,12 MANHATTAN,,MANHATTAN,"1003713","250751",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8549070085149,-73.9296441384703,"(40.85490700851485, -73.92964413847032)"
"50307478",04/18/2021 11:00:00 PM,04/21/2021 04:37:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10019",550 WEST   54 STREET,WEST   54 STREET,10 AVE,11 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/21/2021 04:37:00 PM,04 MANHATTAN,"1010827501",MANHATTAN,"986542","219050",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7679177431259,-73.9917255823752,"(40.767917743125864, -73.99172558237521)"
"50308435",04/18/2021 04:31:00 PM,04/27/2021 12:30:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10029",2033 1/2 1 AVENUE,1 AVENUE,E 104 ST,E 105 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/27/2021 12:30:00 PM,11 MANHATTAN,"1016760030",MANHATTAN,"1000688","226684",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7888560684678,-73.9406380179791,"(40.78885606846776, -73.94063801797914)"
"50311222",04/18/2021 05:29:00 PM,04/25/2021 12:30:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10029",,,,,EAST  110 STREET,FRAWLEY CIRCLE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/25/2021 12:30:00 PM,11 MANHATTAN,,MANHATTAN,"998414","229542",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7967044427828,-73.9488440063038,"(40.796704442782804, -73.94884400630382)"
"50315127",04/19/2021 10:44:00 PM,04/21/2021 11:15:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,"10019",510 WEST   52 STREET,WEST   52 STREET,10 AVE,11 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/21/2021 11:15:00 PM,04 MANHATTAN,"1010807501",MANHATTAN,"986475","218491",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7663834501406,-73.9919676461232,"(40.7663834501406, -73.9919676461232)"
